Gene,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3
fhs2,18.37129196,18.08937937,18.23220972,17.89987702,18.40737165,17.61175127
nadD,15.8669904,15.8363785,15.89794845,15.88076898,15.6223314,15.02225038
Pden_1319,12.48545722,12.67148313,12.99793192,13.08246456,13.59668713,13.86533672
Pden_1320,21.20952033,21.17372845,21.20561104,21.29521217,21.2662842,21.37429703
lysS,24.55514022,24.53827476,24.59552111,24.58872508,24.54266362,24.66455507
Pden_1323,20.6595048,20.70407679,20.58151753,20.76169895,20.68034782,20.83563646
Pden_1324,18.57042161,18.49107742,18.76863616,18.59010752,18.78173672,18.39471781
Pden_1325,17.4902173,17.3936971,17.7083912,17.24986613,17.4639499,17.07288872
Pden_1327,12.79755868,12.48500087,12.67210041,12.9101501,12.54147997,12.22602221
Pden_1328,17.6612422,18.06041232,17.73560461,17.93831521,18.08534988,18.06237755
Pden_1338,16.46081325,16.66157693,16.71688816,16.56593108,16.66937522,16.73511131
Pden_1339,14.17962022,13.94248366,14.16769808,14.32854783,13.97340061,14.34031495
Pden_1341,14.83768395,14.9707614,14.89051834,14.86585316,14.89008676,14.93189049
Pden_1348,14.06662268,14.16164184,14.20180169,14.06778233,14.06468587,13.91757436
Pden_1355,19.20777995,19.18244921,19.18335576,19.49095249,19.49380383,19.57527883
Pden_1359,18.10959961,18.15365556,17.82606548,17.59158136,17.77310419,17.95402374
Pden_1362,22.55349374,22.51067539,22.45823578,22.22215672,22.21211803,22.41009501
Pden_1366,16.66478666,16.71506025,16.82670542,15.94400453,16.11616974,15.60830447
Pden_1368,16.2802272,16.4469563,16.49830485,15.93236119,15.79989084,16.49643476
lipA,21.74543545,21.79960531,21.90798184,21.74581317,21.92682432,21.50834277
Pden_1377,23.87431228,23.84896491,23.82950135,23.75082445,23.82517245,23.75714955
Pden_1380,22.38446533,22.43958636,22.39241793,22.39641177,22.45575355,22.48073573
Pden_1381,24.8516302,24.90731042,24.7954762,24.77490271,24.78530798,24.84758903
Pden_1382,20.77793695,20.67473023,20.68792911,20.92667634,21.06679063,20.93773156
Pden_1383,13.88067076,13.87608417,13.8400934,14.02084714,13.7885523,14.16871391
Pden_1384,16.76540355,16.80065528,16.96328547,16.79216482,16.82648253,16.65983489
Pden_1385,19.07841557,19.06092232,19.11771481,19.15735179,18.99146912,19.30399442
Pden_1386,10.59844938,11.28461021,11.90237313,11.92500206,11.33797719,11.12709216
Pden_1387,19.35627426,19.30032872,19.37950553,19.44423914,19.43972186,19.41085522
Pden_1388,15.56181872,14.98972671,14.40449213,15.03310819,14.72897692,14.72838362
Pden_1389,19.89085463,19.94270834,19.87329324,19.94377522,19.9865476,19.97683608
Pden_1390,19.43675762,19.49852749,19.47704949,19.26836781,19.3441041,19.49139687
Pden_1391,21.42697636,20.9141721,21.11766748,21.49652481,21.2978153,21.71471956
Pden_1392,23.2113751,23.23673885,23.18402335,23.27306668,23.42373309,23.54155633
Pden_1394,20.5338308,20.7153112,20.63950847,20.95071893,21.11582697,21.20658483
Pden_1395,22.88624238,22.90640364,22.84160045,23.00667913,23.00523604,23.1102109
Pden_1396,20.10519809,20.2099322,20.18970156,20.37371709,20.46628131,20.24600363
Pden_1397,20.53455559,20.6037792,20.50374684,20.71399056,20.7451486,20.74577002
Pden_1398,16.91149817,16.9632328,16.90023978,16.79664646,17.05260743,16.88794035
rpoZ,22.49813801,22.06698345,22.24062181,22.5074181,22.39413931,22.41194794
Pden_1402,14.00545118,13.87024799,13.75275607,13.85133274,13.62359497,13.95761104
Pden_1403,15.49344266,15.33341799,15.38095135,15.37355356,15.59163466,15.10225543
Pden_1406,11.7156476,11.74744697,11.89324872,12.44782246,12.68517335,12.09863929
Pden_1407,15.45598107,15.41090888,15.45975238,15.39031965,15.54815144,15.23138975
Pden_1408,19.91081031,19.82894744,19.92736848,19.54438036,20.0148054,19.03787043
Pden_1414,16.8989446,16.68129346,16.90917353,16.56564723,16.83958963,16.5464229
secF,18.83385372,18.69797775,18.76625203,18.30866277,18.63803104,18.54791474
secD,20.06562922,19.96612482,20.07950861,19.67022441,19.77884458,19.66743116
yajC,24.05652967,24.0430797,24.02771849,23.87816582,24.03008094,24.01089009
Pden_1418,19.76462693,19.83221905,19.80498548,19.84737138,19.82516039,19.90049111
dusA,18.35501249,18.61195974,18.48991892,18.49738943,18.64051479,18.55086481
Pden_1422,15.17569634,15.18839325,15.07522561,15.11484322,15.10763109,15.23577484
Pden_1423,19.19291279,19.14278107,19.11524744,19.17811059,19.26038778,19.23912906
Pden_1424,11.98371737,11.5989552,11.44726769,11.63686506,11.52189768,11.49344052
Pden_1431,15.92536679,15.81397908,15.92128041,15.94026523,16.124229,15.49612488
bioB1,14.85189656,15.01833111,14.87440122,15.25388853,15.04703108,15.27787611
Pden_1435,16.40094355,16.56656362,16.41041128,16.59445497,16.68985301,16.89858555
Pden_1439,NA,9.747856212,9.685948048,10.69376581,NA,NA
Pden_1463,11.69201702,11.50821951,11.42328597,11.91091287,11.23392578,11.29414314
Pden_1469,17.18468076,17.31353108,17.1697998,17.27716641,17.25441839,17.44232832
Pden_1488,12.80372891,12.61320395,12.72398579,12.67684378,12.2165392,12.54539145
Pden_1491,16.96731974,16.7646666,17.04076849,17.12308411,17.07874582,16.97925615
Pden_1492,10.5079115,11.23757233,10.79091154,11.05051106,10.30108333,10.41327813
Pden_1493,16.31985053,16.44577951,16.44861644,16.24859945,16.11170125,16.15678353
Pden_1495,14.89984638,14.55299311,14.25421635,14.85172086,14.54728454,14.50082094
Pden_1517,16.99559946,17.12799696,17.06636393,12.8027817,13.24702205,13.14112136
Pden_1523,15.08776581,15.07109703,15.13212829,15.13514738,15.24938526,15.32710697
Pden_1524,13.51211313,13.41868727,13.77833568,13.47983693,13.377905,13.24005368
Pden_1527,20.38574976,18.88351846,19.38881088,20.49083789,20.40773073,20.54748497
Pden_1528,14.61165131,14.57516666,14.51808544,14.64608401,14.42500971,14.08925862
Pden_1534,16.99570474,16.92327568,17.01665717,16.95164247,16.98831848,16.65408884
Pden_1545,19.47008156,19.37469899,19.45169079,19.42752545,19.25605577,19.52450656
Pden_1546,15.43044473,15.62745565,15.57205021,15.44643378,15.50561527,15.05528781
Pden_1547,17.49141236,17.452981,17.37091698,17.54734465,17.5806994,17.70735595
Pden_1548,16.34585033,16.29114502,16.28355451,16.35887459,16.29446645,16.27484797
Pden_1549,12.51729796,12.1304382,13.06266725,12.86409982,12.50181465,12.18620694
Pden_1550,11.24158166,11.49245018,11.13500111,11.5693363,11.60261151,11.22435578
Pden_1551,20.93995889,20.84472122,20.96782445,21.32554678,21.17071186,21.35510261
nusB,23.17095449,23.11144983,23.07182191,23.01904163,22.98962186,23.05635842
ribH,19.87691963,19.67908259,19.89453552,19.67827124,19.54817729,19.66419708
ribB,23.19899883,23.22660342,23.20626297,23.12689361,23.23539439,22.88044982
Pden_1557,20.16106345,20.11813947,20.16262674,20.26810325,20.35090702,20.36215435
Pden_1559,22.9121124,22.98589726,23.03328384,22.82183575,22.88911497,23.01070189
Pden_1561,15.10757947,15.23042121,15.24468739,14.9996268,15.25574063,15.03915598
nrdR,20.00625514,20.02230168,20.09845659,20.23434808,20.33401708,19.90819664
Pden_1563,24.67784956,24.67945924,24.6665493,24.60882786,24.53240131,24.57374019
Pden_1564,12.32628489,11.89289635,12.0948197,11.70191115,11.74969311,NA
Pden_1565,14.44925369,14.61392569,14.67439473,14.18329244,14.20841062,13.7260575
cobT,21.673678,21.6466787,21.65527905,21.7536606,21.70524837,21.69388682
Pden_1569,26.65089012,26.69355871,26.64873615,26.6992493,26.67819675,26.75617709
Pden_1598,18.2207283,18.14723463,17.97501845,18.25822185,18.28746374,18.35969589
Pden_1600,18.22917,17.7935487,17.91308254,17.95515381,18.13570468,17.76967891
Pden_1602,16.48211497,16.9059084,16.56001714,16.73764829,15.86317617,16.07724299
Pden_1606,14.73391935,14.6075085,14.5129925,14.71997809,14.86597069,14.85460653
Pden_1608,14.47660595,14.10710502,14.5137507,14.61542204,14.64020923,14.90492991
Pden_1620,15.25055026,15.47156111,15.3974033,15.26368582,15.37291144,15.5542425
Pden_1622,11.37555772,10.69687609,10.57964747,11.83817563,11.80027982,11.74501018
Pden_1627,15.54976613,15.64530745,15.58588145,15.23651912,15.21470723,15.17743638
Pden_1630,11.78235065,11.75831571,11.61796404,11.88001551,11.64478985,12.13110701
Pden_1634,13.04056431,12.91306989,12.70349368,13.74815069,13.5678369,13.92328695
Pden_1644,11.63830645,NA,10.73147454,11.5574632,10.52431613,10.97437473
Pden_1647,16.67678615,16.72641171,16.68581873,16.58957712,16.69881827,16.81797059
Pden_1649,22.84030362,22.84784578,22.88711216,22.86540356,22.90328908,22.89195969
Pden_1650,21.40633592,21.53420345,21.50798941,21.51662576,21.47947899,21.5458998
Pden_1651,21.26560181,21.13673134,21.21126551,21.12053806,21.27744139,21.25582288
Pden_1652,21.3455788,21.39161685,21.39141104,21.32884341,21.35584926,21.44270354
Pden_1653,23.00628241,22.99126369,23.14743356,23.16159853,23.12779754,23.15322069
Pden_1654,17.81978459,17.88863666,17.94019081,17.77371278,17.92774204,17.27059541
efp,24.36716829,24.37379243,24.34989232,24.24584419,24.30875691,24.33807811
argC,21.34076956,21.27342787,21.18750134,21.22948329,21.15799801,21.22944723
panB,16.31068954,16.22587828,16.27021676,16.01983224,16.38197161,16.23625223
panC,18.85964887,18.78630666,18.6470741,18.82470744,18.72016811,18.8143757
Pden_1661,12.3340327,12.41357794,12.43542242,12.64663146,12.19677054,12.30074613
Pden_1662,18.55956662,18.4458498,18.5873887,18.48314473,17.30259885,17.73122272
Pden_1663,14.41174776,14.58707608,14.72217313,14.75962824,14.49640201,14.53106556
Pden_1664,21.2819882,21.24005101,21.31734761,21.38863577,21.22550658,21.28423198
Pden_1665,15.65645657,15.73774046,15.69537819,15.7050128,15.68197011,15.76051594
Pden_1666,19.1514622,19.13572878,19.1478315,19.30751178,19.28000692,19.29586239
Pden_1667,20.16621718,20.11852416,20.22024193,19.99658376,20.00247941,20.24137964
Pden_1668,19.65291523,19.44652626,19.58287526,19.18858644,19.29230048,19.12493695
Pden_1669,17.32811195,17.17037051,17.3377285,16.97074091,17.03599344,16.96586418
Pden_1670,15.39802658,15.11185569,15.24647158,14.83749578,15.09262735,14.3511863
Pden_1671,25.58468981,25.50150132,25.49056706,25.50833226,25.42774431,25.59284406
Pden_1672,19.57348468,19.58517536,19.49238571,19.71519284,19.64091784,19.84547278
Pden_1674,19.69840052,19.82244483,19.77295678,19.67373499,19.57643386,19.74942263
Pden_1675,15.29848115,15.17018055,15.14495381,15.03413437,15.05386192,14.97551391
Pden_1676,19.22483249,19.17829742,19.26476122,19.17855151,19.11528833,19.23836017
Pden_1677,21.10177593,21.01224855,20.96570077,21.040649,20.87860107,21.0422205
iolG,20.63588929,20.74659207,20.59918117,20.60020011,20.57334043,20.78587913
Pden_1679,15.80177536,15.88838886,15.78575039,15.81697326,15.86290271,15.78020722
Pden_1680,16.97150085,17.16481859,17.0900119,17.33376906,17.07087498,17.31704066
Pden_1681,19.40775783,19.34489211,19.29534799,19.30566458,19.19300415,19.32052313
Pden_1683,13.43035532,13.56339533,13.70912909,13.43130819,13.45714105,13.22181585
Pden_1684,20.35551081,20.39056548,20.33583463,20.2530882,20.04382771,20.3181656
Pden_1689,18.43160094,18.35817718,18.51220776,18.54776626,18.62671147,18.43665077
Pden_1690,12.88062607,12.99441163,13.10028702,13.06143997,13.16092266,12.96883943
Pden_1692,17.24588324,17.34613396,17.35417767,17.39695598,17.4392996,17.49024277
Pden_1701,10.99481949,10.46861485,10.32087711,11.36971475,11.08081702,11.00861333
Pden_1703,18.86380746,19.14025733,18.65919562,18.53466545,18.05395181,18.51536589
Pden_1706,19.26646054,19.53738951,19.06578592,18.85588809,18.39102829,18.88482085
Pden_1710,18.10336017,18.1812195,18.01852648,17.63551648,17.35571502,17.63353306
Pden_1711,12.9305562,12.78789566,13.02088238,13.73437728,13.55218278,13.64617443
Pden_1712,18.44396023,18.40244771,18.57208373,18.74744812,18.69367556,18.60505939
Pden_1715,18.01611553,18.21653211,18.15340496,18.34732073,18.21444235,18.33346842
Pden_1716,14.37641371,14.53361542,14.50940289,14.58706203,14.589986,14.3709068
Pden_1717,23.32505222,23.32004719,23.26645016,23.32521827,23.13408656,23.34667303
Pden_1719,19.86817734,19.95640215,20.01145694,20.15779596,20.09838792,20.23581123
Pden_1722,18.19972528,18.20633766,18.20563497,18.18923761,18.2242331,18.18087513
Pden_1723,13.51081725,12.78997864,13.14175645,13.58844115,13.54269901,13.38917973
Pden_1729,15.53312197,15.35252173,15.49452608,15.36496639,15.43100417,15.3622281
Pden_1730,14.66123537,14.48486058,14.59494027,14.64178189,14.6738546,14.68775464
Pden_1732,19.8136408,19.86259046,19.74683013,19.89405584,19.90778738,20.0731062
Pden_1734,17.10416457,17.11458586,17.13919406,17.8498766,17.60796955,18.01981001
Pden_1735,18.95504397,19.08694664,19.06558028,19.60708028,19.64361774,19.64683847
Pden_1736,24.45311538,24.47990069,24.41554613,25.16723267,25.19510032,25.26553755
Pden_1739,12.94942824,12.67146076,12.49276159,12.59627348,12.73242788,12.66024724
Pden_1740,16.96484826,16.56845714,16.7416209,16.55125414,16.72227255,16.98255315
dtd,20.92993968,20.90958534,20.9154025,20.89009207,20.93840043,20.97051121
Pden_1743,20.16726908,20.0004824,20.2653212,20.44218932,20.75684713,20.00716202
tdk,17.03557315,17.41088539,17.14665664,17.46420699,17.43960525,17.7759776
Pden_1745,15.79092111,15.60305999,15.44580703,15.54728713,15.62326453,15.58089101
ndk,23.00412543,22.98602025,22.96509321,22.64314034,22.69069308,22.89071581
Pden_1747,20.42174824,20.44290703,20.39805395,20.68602645,20.545567,20.80337355
Pden_1748,22.23660788,22.33063124,22.28885833,22.30321429,22.1666448,22.56826351
Pden_1749,14.45612522,14.56020071,14.71463891,14.70211463,14.71476971,14.57977068
Pden_1750,17.75819393,17.56666185,17.76013744,17.5727079,17.77625377,18.02670578
Pden_1752,21.80187593,21.83970609,21.80074401,21.87144509,21.83139313,21.9188836
Pden_1753,19.24434646,19.1886668,19.31868362,19.5584104,19.40090341,19.57546779
Pden_1754,20.41831618,20.45331393,20.43354519,20.4284012,20.47922384,20.51709221
Pden_1755,21.73664378,21.77113786,21.71165491,21.71526961,21.72246401,21.51394044
clpS,19.00165576,19.0549319,19.03733674,19.01206007,18.98927849,19.0900918
Pden_1757,19.38844315,19.55731485,19.46478234,19.47053544,19.61465269,19.76745388
Pden_1758,15.68279718,15.85863196,15.79425698,15.57171883,15.67551402,15.49701186
Pden_1759,13.74987099,14.0878715,13.88851463,13.69464032,14.20342757,13.92349809
ilvC,21.51513063,21.19224272,21.53958473,21.09685438,21.23302029,21.01701172
Pden_1763,14.20773908,14.26733953,14.06026581,13.81644842,14.16569282,14.07107617
Pden_1766,24.73503208,24.7963263,24.80546106,24.89842152,24.86065326,24.96962745
Pden_1767,21.02796853,20.95538396,21.10142413,21.37163689,21.42211706,21.3498343
acpP,24.46688575,24.68314828,24.37885024,24.55051946,24.46471622,24.74083455
Pden_1769,22.72319512,22.80123992,22.69756181,22.74049827,22.81445766,22.91003259
Pden_1770,23.58622852,23.51734997,23.5212133,23.54800171,23.50049681,23.5220811
Pden_1772,19.61399516,19.66736854,19.67835709,19.77147164,19.77521636,19.71245962
Pden_1778,12.72229757,11.42933804,11.56308364,12.36113974,11.94555102,12.32639451
Pden_1779,19.5893025,19.64904033,19.60005593,19.66486794,19.61546455,19.69409065
Pden_1780,22.81140103,22.7963592,22.81272614,22.86130789,22.76335705,22.85351949
Pden_1786,16.7811246,16.87029011,16.75411448,17.10708177,16.80605072,17.06752489
infA,23.74280023,23.5984188,23.66460871,23.55270868,23.50520436,23.58195776
Pden_1792,16.39618208,16.40316702,16.27009438,16.00590304,16.19919257,15.4983236
Pden_1796,19.40197067,19.43221712,19.35742876,19.32828299,19.36192562,19.47766769
Pden_1798,20.59738559,20.53281817,20.4456734,20.4948499,20.42017467,20.46942065
Pden_1801,16.0847462,16.07450757,15.96550744,16.00462624,16.08509078,16.02233575
Pden_1802,10.46728598,NA,10.21025114,11.12569689,10.61075873,10.70402297
Pden_1803,19.17044902,19.36960138,19.29935102,19.2677136,19.17099123,18.86935439
Pden_1804,13.22202836,12.55870182,12.64856965,12.906156,12.81498805,12.4508808
Pden_1806,12.87358572,12.77022458,12.5173029,12.34437326,12.86152529,12.29393555
Pden_1807,22.06408826,22.10979305,22.07106523,22.08033863,22.15765431,22.23176012
Pden_1808,23.0731108,23.12972618,23.02952342,23.04401056,23.05991812,23.2224117
Pden_1809,21.040014,21.05273489,21.03778097,21.0572749,21.1388323,20.99974919
Pden_1810,21.09522004,21.02263131,21.13953317,21.07096411,21.03663251,21.13424423
Pden_1812,15.04042021,14.99907212,15.18566096,15.30082518,15.0845194,15.18150286
psuG,19.37945468,19.34926929,19.34641958,19.33525181,19.41496137,19.45013167
prfB,23.38931856,23.45740856,23.44985267,23.44964504,23.50468713,23.40840759
Pden_1816,15.23368919,14.91255869,14.29239465,14.77419597,15.33200736,15.26293589
Pden_1817,20.08183518,20.0621775,19.96187204,20.00052662,19.94177418,20.07905663
Pden_1818,21.15865322,21.13324545,21.18689375,21.33067162,21.11773826,21.05409671
Pden_1819,22.57304975,22.55189586,22.46429329,22.5138692,22.52243857,22.62215576
ispG,21.85782102,21.91881097,21.84120628,21.92342541,21.87606827,22.04621768
Pden_1821,18.02774524,18.06243986,17.97332821,17.90330682,17.96247321,17.95886034
Pden_1823,22.9861234,23.01460036,23.04152241,23.1652914,23.20853767,23.2338466
Pden_1825,23.63086391,23.77219198,23.64028096,23.47265407,23.55476436,23.55092933
Pden_1826,20.69988362,20.45666486,20.80991997,20.67488464,20.70926162,20.70518562
Pden_1827,17.06977653,17.05462852,16.94001308,17.01382455,16.91575261,16.97149119
Pden_1828,21.12078417,21.06615902,21.10128083,20.88789419,20.98556404,20.74324915
Pden_1829,18.32016949,18.28173728,18.11888256,18.02500316,18.09824952,18.07645038
Pden_1830,23.75917129,23.82677099,23.77955466,23.68466715,23.65642563,23.74867944
Pden_1831,15.19518967,15.23167357,15.08560082,15.03606162,15.32249275,15.09055033
Pden_1832,22.88727124,22.90632938,22.89612319,22.98347563,23.01049631,23.01297091
Pden_1833,16.16242706,16.06723486,15.9192789,16.07878422,15.88009023,15.90942644
Pden_1834,18.67309102,18.61712355,18.73806838,18.91512849,18.78402529,18.85624563
parE,18.14733312,17.87673914,18.23524277,17.88408512,18.07686027,17.56633072
Pden_1839,19.56938804,19.68076814,19.71162995,19.49851874,19.66126344,19.49199761
Pden_1840,15.65813365,15.62112745,15.53079855,15.30147307,15.79931933,15.32826365
Pden_1843,15.93075067,15.84978655,16.18080266,15.80314628,16.04980813,15.59646824
Pden_1844,15.94399219,16.15424007,16.36078439,16.33557369,16.57638867,16.45979903
ccoP,20.45025968,20.38780214,20.514333,20.2909272,20.51253464,20.21075429
Pden_1846,17.85031993,18.05763317,17.98493211,18.04885813,18.05075408,18.10081061
Pden_1847,21.8658704,21.67210367,21.89865319,21.84855016,21.98609246,22.02627267
Pden_1848,16.32361277,16.23478203,16.34688839,16.18451305,16.48269982,16.46258058
Pden_1849,23.01862287,22.97405934,23.02386435,23.57788627,23.65875214,23.19093135
Pden_1850,18.47438414,18.56180835,18.53177759,18.36569755,18.37172404,18.35030294
polA,15.9844252,15.68884186,16.0821599,15.60759392,15.75651818,15.23862014
Pden_1854,21.08077819,20.63745558,20.75850644,21.13477914,20.86851514,21.12888957
Pden_1855,18.46426324,18.46105679,18.43553214,18.44854175,18.61250372,18.72332152
Pden_1856,22.76115675,22.71018214,22.79969299,22.93055501,22.84849755,22.98516839
Pden_1858,18.54920328,18.55462395,18.55255363,18.45000343,18.19260546,18.11572844
rpmF,17.85072738,17.96003695,18.30359775,16.97566323,17.57282558,16.8666859
plsX,19.30101222,19.14889544,19.35023533,18.87402591,19.19544953,19.16661773
fabH,21.94677983,22.03850079,21.97141097,21.94622768,21.98761745,22.01377692
Pden_1862,13.28452447,13.45006596,13.60249413,14.83429457,14.48302035,15.10006211
ihfA,18.59021733,18.44278088,18.36189101,18.30917152,18.29609782,18.04931543
Pden_1864,17.06446659,16.99486743,17.08920288,17.07193873,16.95791462,17.29027461
Pden_1865,20.36715371,20.43859992,20.38669328,20.38873739,20.49229687,20.52025862
Pden_1866,18.45930964,18.45029836,18.42695882,18.5462925,18.47379243,18.5602732
Pden_1868,21.10543914,21.07794365,21.11383686,21.10420195,21.17316465,20.98520427
Pden_1869,18.30712192,18.08266521,18.17839849,18.10154808,18.18873161,18.3284443
argS,23.96052154,24.02438311,23.98457254,23.97836149,24.03966882,24.09860142
metK,23.0628163,23.08972162,23.08852658,23.19148391,23.08148061,23.07065365
Pden_1874,21.23365531,20.99419396,21.15335251,21.30145818,20.93497186,21.20848137
Pden_1875,19.53218482,19.43015246,19.36678176,19.59902401,19.46393936,19.68627662
Pden_1876,23.82730208,23.95875983,23.89915951,23.88093121,23.89973104,24.01195703
Pden_1877,18.87724067,18.91190777,18.97807378,18.84470193,19.1577381,18.09905913
carB,23.11048914,23.06543477,23.03392213,22.83927798,23.06000095,22.86914715
Pden_1881,19.8524082,19.96840302,20.00733326,20.09107417,20.02264728,20.35214035
Pden_1882,21.63432446,21.62991114,21.6374533,21.68936748,21.62577357,21.75095636
hisB,17.47753367,17.05441407,17.28984277,17.04113398,17.13920954,17.00866132
hisH,21.61440908,21.66197859,21.7043617,21.65425849,21.61634118,21.67676645
Pden_1885,19.06458169,19.03659285,19.20696136,19.01083563,18.89628695,19.17301426
hisA,23.19714035,23.17927748,23.19245598,23.17719933,23.14342012,23.19301961
hisF,21.98363829,21.91637929,21.86030007,21.92594999,21.82272911,21.91983476
hisE,20.37930872,20.43242452,20.29444293,20.43093566,20.35388307,20.4725806
rnd,16.73293288,16.61254543,16.73827781,16.65494353,16.72810622,16.34073781
tgt,20.75782701,20.82442782,20.71412261,20.64958014,20.76266101,20.67160056
Pden_1893,19.46924782,19.47724762,19.57307137,19.7024848,19.77715254,19.91630888
Pden_1894,20.48338934,20.4750072,20.42772838,20.5118927,20.40290582,20.61889526
Pden_1895,21.06361905,21.0302163,21.02491991,21.20889922,21.11821568,21.18114851
Pden_1896,19.36204313,19.35472216,19.32453882,19.26187801,19.2787547,19.24700644
Pden_1897,16.95838093,17.20970659,17.1311313,16.93008443,17.17795172,17.02756873
betI,17.19324361,17.26468604,17.27345319,16.97694456,17.24430625,17.07241274
Pden_1899,21.04383722,21.08235462,21.07240443,21.03457288,20.87399103,20.99598944
Pden_1900,19.3123198,19.50611361,19.27323235,19.39182552,19.45492112,19.50898134
Pden_1901,17.64603014,17.63486958,17.59937995,17.58564427,17.76645948,17.4416835
Pden_1904,13.69646644,13.36974979,13.95081715,13.67551165,13.84748146,13.50037767
Pden_1905,23.09955607,23.24360343,23.07671336,23.06816338,23.19824437,23.21665166
Pden_1906,16.4319905,16.5931299,16.50265146,16.57780254,16.24358372,16.43209275
Pden_1907,10.72421611,10.85203815,11.18487634,11.76648404,11.11583781,11.68041137
fumC,24.09818514,24.05945151,24.10443582,23.95586234,24.01039043,24.11313709
Pden_1909,21.34014785,21.41174154,21.34508482,21.47656451,21.48108839,21.50023713
Pden_1911,19.167882,19.12499592,19.18919234,19.41668761,19.52651973,19.68294815
Pden_1912,15.07458995,15.27428262,15.20063481,15.26004156,15.34320328,15.51998877
tyrS,22.87666367,22.88845114,22.85691695,22.82502616,22.77233337,22.84370366
Pden_1915,19.89382327,19.89727644,19.81288277,19.89377321,19.84957532,19.94714141
Pden_1916,23.71399606,23.74949974,23.75083765,23.62876596,23.48053703,23.69775186
Pden_1917,24.2387975,24.14572928,24.18591974,24.17063059,24.26882033,24.25629576
pgk,25.18014931,25.11182597,25.09767426,25.27841121,25.17458933,25.24456531
Pden_1920,23.33989984,23.16598638,23.38554111,22.90037958,23.15674673,22.98797091
ftsY,20.98910316,20.99656782,21.02423982,20.9433638,21.05727816,20.84088593
Pden_1922,11.99565854,11.31184989,11.71182423,11.87986939,11.78450397,11.61581836
Pden_1923,18.4505805,18.63365379,18.45284194,18.27897397,18.52110968,18.14962869
Pden_1924,19.8560949,19.78671186,19.84474867,19.70022388,19.75562842,19.64047045
hisS,21.40475115,21.24264153,21.42894942,21.24468932,21.32956557,21.2853876
Pden_1926,16.61850224,16.65522727,16.73446874,17.22895684,17.04740266,17.45187469
Pden_1927,19.1881071,19.39717485,19.28360024,19.06906794,19.07342389,19.50858557
Pden_1928,18.38771071,18.42568049,18.4083611,18.22288253,18.11378266,18.26226958
gatB,22.8410179,22.90766553,22.88769388,22.87273584,22.93452821,23.04637664
Pden_1931,19.78046333,19.68350946,19.67572263,19.59006798,19.72970158,19.77035476
Pden_1932,13.39758461,12.96656465,13.24543506,13.13923509,13.22778275,13.25449318
Pden_1933,21.83240553,21.8670935,21.87021565,21.74157894,21.97940711,21.83534695
Pden_1934,15.51231536,15.56370262,15.48027982,15.62932328,15.3271698,15.63556121
Pden_1935,20.87848712,20.90906657,20.87473402,20.91244677,20.9775174,21.0106595
lipB,19.77060712,19.65619468,19.76498201,19.73282339,19.80226757,19.69397462
Pden_1937,23.18925096,23.35352375,23.45770946,23.72016876,23.48265518,23.62709404
Pden_1938,15.55911423,15.31609866,15.58529139,15.23273399,15.22126428,15.5869355
Pden_1940,21.31479323,21.35017764,21.34677815,21.00792146,21.08749986,21.19097958
Pden_1941,20.76193338,20.83304835,20.8437192,20.8353664,20.90706177,20.52428847
Pden_1942,20.67938496,20.62541522,20.50926566,20.71559053,20.70947287,20.87846901
Pden_1944,21.59116999,21.57509346,21.55797489,21.6235671,21.64229929,21.59275681
dut,21.42580483,21.59125975,21.46135488,21.52481654,21.59340282,21.58130208
Pden_1948,19.39556191,19.45911619,19.43829784,19.56303914,19.50068007,19.34614829
Pden_1949,18.79639177,18.82626346,18.82466954,18.7963199,18.8394344,18.91499961
pgi,21.21354268,21.23130314,21.19725517,21.09070268,21.12891623,21.19897366
pgl,20.32021769,20.24300556,20.35085953,20.18830684,20.28581541,20.23594406
zwf,19.04309512,19.00999492,19.03784597,18.68978212,18.98802521,18.67738464
Pden_1953,17.06917639,16.96881918,16.91948346,16.58215912,16.58667395,16.56128958
Pden_1954,16.56203614,16.40224046,16.41510428,16.29011563,16.39954895,16.05984424
edd,19.88005963,19.79626554,19.73596128,19.77615593,19.77745484,19.7234342
Pden_1957,17.260239,17.35643404,17.29556547,17.32020386,17.37128656,17.47375675
Pden_1958,20.13871406,20.17854473,20.0911295,20.18149214,20.13970109,20.23315203
hisD,21.98493149,22.02754938,21.97050907,22.0918727,21.97747878,22.12911825
Pden_1960,21.01595142,20.95853893,21.1032857,21.14490836,21.20482709,21.20963162
murA,23.11478173,23.09359137,23.02779033,23.15016711,23.18275098,23.17146153
Pden_1963,20.19492606,20.07716469,20.05365868,20.16671308,20.14552095,20.24164427
Pden_1964,18.46699947,18.42335737,18.42581491,18.56092719,18.46691147,18.57576281
Pden_1965,16.72723801,16.67642437,16.75418739,16.81884818,16.87198912,16.6544546
Pden_1969,20.26658628,20.35138862,20.37370085,20.5006151,20.37067694,20.44676084
Pden_1978,20.6333541,20.75626592,20.58787275,20.62297157,20.69546383,20.67473971
map,22.75240224,22.72461594,22.71257869,22.82702584,22.78090243,22.85325975
Pden_1980,20.47019075,20.52461701,20.56612905,20.66564398,20.55899313,20.80444874
Pden_1981,19.48989198,19.60847843,19.51226754,19.54147852,19.60818662,19.59852339
Pden_1982,20.38051861,20.48876132,20.50081655,20.59395054,20.52902568,20.57808915
Pden_1983,16.23228332,16.1098359,16.02751216,15.95884394,16.16114774,16.23512567
